step,iteration,ep,ep_len,reward,loss,pg_loss,vf_loss,entropy,kl,explained_var,clip_frac,lr,fps,n_dyn_imaged_ep,n_dyn_detected_ep,battery_end_pct
56736,47,199,1,-4.0,0.04477,-0.00264,0.01491,-0.0172,0.000205,-0.0395,0.00365,0.00025,2,38,39,97.3
57024,48,200,390,63.4964,0.0177,-0.00119,0.01621,-0.0161,0.001452,-0.068,0.00391,0.00025,3,50,51,99.5
57312,49,201,392,67.2102,0.01312,-1e-05,0.0068,-0.003,0.003312,-0.0217,0.0013,0.00025,3,50,52,96.2
57600,50,201,392,67.2102,0.06867,-0.00429,0.034,-0.0592,0.016964,0.0357,0.01458,0.00025,3,50,52,96.2
57888,51,202,1,-4.0,0.05767,-0.01345,0.03745,-0.0598,0.001144,-0.0529,0.01415,0.00025,2,43,43,92.6
58176,52,203,442,133.8428,0.0223,0.00141,0.0175,-0.0065,0.001319,-0.0098,0.00165,0.00025,2,58,59,100.0
58464,53,203,442,133.8428,0.12006,-0.00648,0.05191,-0.0608,0.002027,0.0418,0.01554,0.00025,2,58,59,100.0
58752,54,204,405,60.2104,0.12405,-0.00478,0.07037,-0.036,0.00115,0.0633,0.00807,0.00025,2,48,48,100.0
59040,55,205,291,42.0527,0.0609,-0.0049,0.03831,-0.0542,0.001275,-0.2309,0.01345,0.00025,2,33,33,91.6
59328,56,206,351,53.7783,0.06481,-0.00918,0.03902,-0.0343,0.001124,-0.0236,0.01111,0.00025,2,41,41,93.3
59616,57,207,335,100.4795,0.06805,-0.01059,0.03762,-0.0488,0.001461,-0.1026,0.01415,0.00025,1,29,30,100.0
59904,58,207,335,100.4795,0.09417,-0.00217,0.0509,-0.0242,0.001536,0.0121,0.00929,0.00025,0,29,30,100.0
60192,59,208,463,63.4057,0.03232,-0.00549,0.0167,-0.0151,0.00069,-0.0836,0.00694,0.00025,2,51,52,99.6
60480,60,209,1,-4.0,0.12166,-0.01074,0.05754,-0.051,0.002862,0.0934,0.01814,0.00025,1,45,46,100.0
60768,61,210,381,119.6247,0.12836,-0.00883,0.07098,-0.0446,0.001753,0.0384,0.01033,0.00025,1,51,51,98.6
61056,62,210,381,119.6247,0.12619,0.01115,0.05499,-0.0683,0.007125,-0.0272,0.01571,0.00025,3,51,51,98.6
61344,63,211,596,125.82,0.10415,-0.00956,0.05797,-0.1126,0.01919,0.0498,0.05139,0.00025,2,47,47,99.1
61632,64,211,596,125.82,0.11424,-0.01014,0.04292,-0.0384,0.001851,-0.1679,0.01059,0.00025,1,47,47,99.1
61920,65,212,326,50.5265,0.10586,-0.00527,0.05831,-0.0504,0.001362,0.1221,0.01207,0.00025,2,42,45,100.0
62208,66,213,1,-4.0,0.01938,-0.00116,0.01416,-0.0068,0.000103,-0.1898,0.00061,0.00025,2,66,66,100.0
62496,67,214,1,-4.0,0.07379,-0.00303,0.04772,-0.0475,0.002098,0.0174,0.01641,0.00025,2,50,50,100.0
62784,68,214,1,-4.0,0.08366,-0.01598,0.06767,-0.0948,0.002131,-0.1085,0.02214,0.00025,2,50,50,100.0
63072,69,215,397,121.4317,0.09082,-0.01005,0.07094,-0.1175,0.004722,0.0244,0.03212,0.00025,3,52,52,100.0
63360,70,216,331,51.6998,0.0711,-0.00366,0.04146,-0.0616,0.023821,0.1312,0.01918,0.00025,2,42,44,100.0
63648,71,217,416,65.0653,0.06475,-0.00631,0.03077,-0.041,0.012073,-0.0657,0.01528,0.00025,2,53,53,99.0
63936,72,217,416,65.0653,0.06194,-0.0068,0.03797,-0.0325,0.001166,-0.0246,0.00877,0.00025,3,53,53,99.0
64224,73,218,443,79.3891,0.00285,-0.00404,0.01161,-0.0134,0.001798,-0.0724,0.0046,0.00025,2,52,53,100.0
64512,74,219,414,78.127,0.05256,-0.01116,0.0338,-0.0849,0.002626,-0.0809,0.02292,0.00025,2,52,52,100.0
64800,75,220,330,66.3757,0.01909,-0.00201,0.0142,-0.0115,0.000222,-0.4422,0.00226,0.00025,2,51,51,99.6
65088,76,220,330,66.3757,0.01445,-0.00182,0.01342,-0.002,0.000274,0.0084,0.00139,0.00025,1,51,51,99.6
65376,77,221,433,114.4557,0.01433,-0.00171,0.01179,-0.0042,0.000264,-0.0171,0.00069,0.00025,2,53,53,97.1
65664,78,222,359,50.4018,0.0401,-0.00784,0.04259,-0.0503,0.001257,-0.0385,0.01137,0.00025,2,38,39,100.0
65952,79,222,359,50.4018,0.06765,-0.00385,0.03796,-0.0092,0.00113,-0.0785,0.00321,0.00025,2,38,39,100.0
66240,80,223,463,127.1897,0.17219,-0.0022,0.09581,-0.0432,0.000873,0.0326,0.00547,0.00025,2,57,57,99.9
66528,81,224,418,124.5389,0.01138,-0.00644,0.01005,-0.0129,0.00051,0.059,0.00608,0.00025,1,52,52,99.5
66816,82,224,418,124.5389,0.05471,-0.00882,0.04497,-0.0905,0.001238,-0.0603,0.01432,0.00025,1,52,52,99.5
67104,83,225,395,114.9115,0.15257,-0.00457,0.085,-0.0638,0.004141,-0.1454,0.01858,0.00025,1,45,45,100.0
67392,84,226,458,113.9134,0.09476,-0.00319,0.05175,-0.0204,0.000772,-0.073,0.00469,0.00025,2,44,45,100.0
67680,85,226,458,113.9134,0.01709,-0.00082,0.01252,-0.0096,0.000459,-0.0434,0.00365,0.00025,3,44,45,100.0
67968,86,227,457,118.1732,0.15897,-0.00934,0.06712,-0.0456,0.002545,-0.0003,0.01467,0.00025,2,53,53,99.3
68256,87,228,322,60.6864,0.10394,-0.00577,0.04913,-0.0614,0.002263,-0.0163,0.01693,0.00025,3,47,47,93.6
68544,88,228,322,60.6864,0.04887,-0.01025,0.02888,-0.0485,0.001516,-0.1428,0.01458,0.00025,2,47,47,93.6
68832,89,229,471,110.5445,0.08632,-0.00121,0.06281,-0.0683,0.00447,0.1001,0.01667,0.00025,3,44,44,98.5
69120,90,230,324,39.0549,0.17934,-0.01364,0.11565,-0.1545,0.052559,0.0646,0.04609,0.00025,2,34,34,99.6
69408,91,231,375,124.1469,0.09084,-0.00495,0.04244,-0.0457,0.032774,-0.0552,0.03116,0.00025,2,44,45,96.9
69696,92,231,375,124.1469,0.09216,-0.01062,0.03154,-0.0603,0.004651,0.0405,0.02248,0.00025,2,44,45,96.9
69984,93,232,531,117.9297,0.12572,-0.00834,0.08065,-0.0932,0.001727,0.1293,0.01788,0.00025,2,56,56,99.9
70272,94,233,389,82.7077,0.01928,-0.00073,0.01237,-0.0027,0.000422,-0.0003,0.00078,0.00025,3,58,58,97.7
70560,95,233,389,82.7077,0.03471,-0.00584,0.02209,-0.0475,0.001295,-0.0175,0.01345,0.00025,3,58,58,97.7
70848,96,234,427,102.1786,0.01272,-0.00914,0.0176,-0.0548,0.002477,-0.0156,0.01997,0.00025,3,39,40,100.0
71136,97,235,1,-4.0,0.0148,-0.00468,0.01081,-0.0155,0.000442,0.1081,0.00495,0.00025,3,43,44,100.0
71424,98,236,362,93.0069,0.06129,-0.00468,0.03002,-0.0261,0.000927,-0.1619,0.00694,0.00025,3,41,41,100.0
71712,99,237,306,48.5209,0.08448,-0.01068,0.05839,-0.1116,0.004342,0.0392,0.02726,0.00025,3,36,37,100.0
72000,100,238,336,65.095,0.02551,-0.0093,0.0197,-0.0237,0.0008,-0.2006,0.01007,0.00025,3,49,49,100.0
72288,101,238,336,65.095,0.01403,-0.00233,0.00791,-0.0332,0.001759,-0.1424,0.02187,0.00025,4,49,49,100.0
72576,102,239,519,145.5226,0.14839,-0.00955,0.0813,-0.1394,0.005747,-0.021,0.02943,0.00025,3,61,62,100.0
72864,103,240,341,110.7467,0.11339,-0.00895,0.04868,-0.0667,0.004005,0.0041,0.02326,0.00025,3,43,43,100.0
73152,104,240,341,110.7467,0.12076,-0.00826,0.08,-0.112,0.003026,0.029,0.02266,0.00025,3,43,43,100.0
73440,105,241,396,120.1922,0.11134,-0.00516,0.04439,-0.0287,0.000587,0.1424,0.00859,0.00025,2,50,50,100.0
73728,106,242,1,-4.0,0.0728,-0.00795,0.03363,-0.0593,0.002455,0.0678,0.01363,0.00025,2,51,52,96.8
74016,107,242,1,-4.0,0.15268,-0.01054,0.08112,-0.1026,0.003273,-0.1596,0.02179,0.00025,3,51,52,96.8
74304,108,243,428,112.9551,0.06341,-0.01064,0.0444,-0.0709,0.002547,-0.24,0.01875,0.00025,1,47,47,100.0
74592,109,244,435,62.1083,0.05304,-0.00749,0.04387,-0.0378,0.001143,0.1113,0.00729,0.00025,2,49,49,100.0
74880,110,245,401,62.7614,0.02795,-0.00445,0.02665,-0.0146,0.00042,-0.1221,0.00451,0.00025,1,52,52,100.0
75168,111,245,401,62.7614,0.05095,-0.00318,0.03655,-0.0237,0.000808,-0.0345,0.01059,0.00025,3,52,52,100.0
75456,112,246,408,107.5702,0.04789,-0.00577,0.02161,-0.0257,0.001272,-0.058,0.00833,0.00025,3,47,47,100.0
75744,113,247,445,122.8,0.1308,-0.00956,0.06606,-0.0999,0.003044,0.0069,0.03021,0.00025,2,49,50,99.3
76032,114,247,445,122.8,0.0343,-0.00929,0.02546,-0.0252,0.00149,-0.0222,0.00885,0.00025,2,49,50,99.3
76320,115,248,345,60.3827,0.05576,-0.00428,0.03829,-0.021,0.000894,-0.0492,0.00443,0.00025,2,47,48,96.8
76608,116,249,407,118.5877,0.07228,-0.00657,0.0407,-0.0438,0.00169,0.2005,0.01415,0.00025,3,47,47,100.0
76896,117,249,407,118.5877,0.0211,-0.00468,0.02432,-0.0298,0.001239,-0.1087,0.00694,0.00025,3,47,47,100.0
77184,118,250,448,76.0086,0.06845,-0.00792,0.04749,-0.0478,0.002055,0.0823,0.01406,0.00025,1,60,61,93.6
77472,119,251,346,56.2892,0.07792,-0.0113,0.08174,-0.1095,0.003439,0.0219,0.02795,0.00025,2,45,45,98.2
77760,120,251,346,56.2892,0.09224,-0.00236,0.03783,-0.0125,0.000339,-0.2861,0.00252,0.00025,2,45,45,98.2
78048,121,252,503,118.2075,0.08706,0.00139,0.04163,-0.0458,0.002366,0.091,0.01415,0.00025,2,51,51,100.0
78336,122,253,1,-4.0,0.03143,-0.01014,0.03211,-0.0457,0.002412,0.0315,0.01615,0.00025,2,60,61,97.1
78624,123,254,325,77.6597,0.13648,-0.01015,0.04307,-0.0337,0.00646,-0.0114,0.01693,0.00025,4,61,61,100.0
78912,124,255,431,78.8635,0.04399,-0.00924,0.04146,-0.1171,0.006751,0.1855,0.04497,0.00025,4,42,42,100.0
79200,125,255,431,78.8635,0.04109,-0.00645,0.03341,-0.0533,0.001712,-0.1165,0.01163,0.00025,2,42,42,100.0
79488,126,256,1,-4.0,0.09994,-0.00228,0.0399,-0.0153,0.00044,0.0793,0.00642,0.00025,3,37,37,100.0
79776,127,257,383,105.4077,0.03861,-0.0036,0.02054,-0.023,0.012528,0.3281,0.01207,0.00025,3,51,52,100.0
80064,128,257,383,105.4077,0.08415,-0.01051,0.05027,-0.0694,0.003113,-0.038,0.0178,0.00025,4,51,52,100.0
80352,129,258,426,84.7065,0.04522,-0.0104,0.04211,-0.1091,0.009336,-0.0351,0.03698,0.00025,3,51,51,96.9
80640,130,259,407,69.6926,0.09268,-0.00128,0.03488,-0.0265,0.000373,-0.0515,0.00252,0.00025,2,53,54,100.0
80928,131,260,1,-4.0,0.03907,-0.00671,0.03584,-0.0372,0.000879,0.0882,0.0112,0.00025,2,47,48,99.9
81216,132,260,1,-4.0,0.07365,-0.00022,0.02063,-0.0135,0.001369,0.0582,0.00226,0.00025,2,47,48,99.9
81504,133,261,428,51.0261,0.13809,-0.00894,0.05454,-0.0562,0.001661,0.1754,0.01606,0.00025,2,41,42,100.0
81792,134,262,380,63.255,0.01422,-0.00059,0.00874,-0.0028,0.001353,0.1171,0.00243,0.00025,3,46,46,100.0
82080,135,263,405,66.3465,0.014,-0.00165,0.01312,-0.0098,0.003385,-0.0011,0.00451,0.00025,3,50,51,100.0
82368,136,263,405,66.3465,0.03117,-0.00736,0.0157,-0.0109,0.000465,0.0882,0.00972,0.00025,1,50,51,100.0
82656,137,264,446,104.8943,0.06267,-0.00827,0.03847,-0.0507,0.002441,0.1834,0.01484,0.00025,2,45,46,100.0
82944,138,264,446,104.8943,0.08866,-0.00318,0.03693,-0.0436,0.001637,0.0788,0.01797,0.00025,2,45,46,100.0
83232,139,265,515,135.6696,0.08025,-0.00851,0.06553,-0.0453,0.002477,0.0171,0.01458,0.00025,3,62,63,99.4
83520,140,266,499,130.0371,0.10481,-0.00642,0.0658,-0.0829,0.002649,0.0067,0.01684,0.00025,4,52,53,99.5
83808,141,266,499,130.0371,0.07388,0.00143,0.03993,-0.0729,0.01071,-0.0759,0.03099,0.00025,3,52,53,99.5
84096,142,267,411,74.0211,0.1266,-0.00665,0.04847,-0.0467,0.001727,-0.1724,0.01224,0.00025,4,59,60,100.0
84384,143,268,430,141.4571,0.26269,-0.00467,0.06742,-0.0487,0.000919,0.0209,0.01068,0.00025,2,60,60,100.0
84672,144,268,430,141.4571,0.08165,-0.0025,0.03949,-0.0296,0.000948,-0.1622,0.00573,0.00025,3,60,60,100.0
84960,145,269,418,117.8796,0.0415,-0.00914,0.03107,-0.0491,0.003382,-0.0568,0.01085,0.00025,3,52,52,94.8
85248,146,270,365,53.7597,0.07184,-0.009,0.04661,-0.0751,0.003296,-0.0882,0.01927,0.00025,2,42,42,99.3
85536,147,270,365,53.7597,0.03241,-0.00624,0.02944,-0.0409,0.001524,0.1319,0.01085,0.00025,2,42,42,99.3
85824,148,271,433,65.8168,0.08951,-0.0029,0.0322,-0.0449,0.003917,0.2565,0.01024,0.00025,2,49,50,100.0
86112,149,272,1,-4.0,0.03534,-0.00518,0.02324,-0.0507,0.003312,0.3578,0.01762,0.00025,2,49,49,99.4
86400,150,273,361,89.2693,0.01712,-0.00396,0.04614,-0.023,0.000664,0.0398,0.00365,0.00025,3,52,53,100.0
86688,151,273,361,89.2693,0.06202,-0.00154,0.05053,-0.045,0.006644,-0.0339,0.01953,0.00025,3,52,53,100.0
86976,152,274,429,106.3683,0.20577,-0.00599,0.08767,-0.1285,0.002223,-0.0456,0.02405,0.00025,3,58,58,100.0
87264,153,275,388,100.9073,0.0459,-0.01079,0.03681,-0.0691,0.014765,0.1405,0.02812,0.00025,2,46,47,90.0
87552,154,276,393,54.8646,0.10514,-0.01021,0.0601,-0.0502,0.053209,0.0984,0.0224,0.00025,2,43,43,92.6
87840,155,276,393,54.8646,0.01559,0.0,0.0081,-0.0033,5e-06,0.6408,0.0,0.00025,3,43,43,92.6
88128,156,277,420,118.6191,0.10041,-0.00395,0.042,-0.0222,0.001184,0.2815,0.00573,0.00025,2,45,45,100.0
88416,157,278,290,60.6314,0.0621,-0.00676,0.0352,-0.0303,0.002354,0.3078,0.01094,0.00025,2,47,48,99.8
88704,158,279,1,-3.9997,0.0179,-0.0,0.0088,-0.0003,1e-06,0.5624,0.0,0.00025,2,55,56,100.0
88992,159,279,1,-3.9997,0.15257,-0.00901,0.07274,-0.0827,0.002344,0.0073,0.02109,0.00025,2,55,56,100.0
89280,160,280,464,123.4426,0.0362,-0.01082,0.02681,-0.0258,0.00279,-0.1858,0.01016,0.00025,3,50,50,94.3
89568,161,281,428,122.7491,0.11106,0.00527,0.04363,-0.0479,0.003307,-0.1791,0.01493,0.00025,2,53,53,100.0
89856,162,281,428,122.7491,0.09775,0.00117,0.0529,-0.0511,0.001938,0.3286,0.01675,0.00025,3,53,53,100.0
90144,163,282,411,54.5925,0.06102,0.00011,0.03153,-0.0209,0.003624,0.1134,0.00738,0.00025,4,37,38,100.0
90432,164,283,451,94.3895,0.07688,-0.00838,0.03725,-0.0536,0.0058,0.0419,0.01988,0.00025,4,49,50,99.3
90720,165,283,451,94.3895,0.05903,-0.00927,0.04856,-0.0758,0.006528,0.2126,0.02682,0.00025,4,49,50,99.3
91008,166,284,393,107.8766,0.06945,0.00044,0.01689,-0.0272,0.11556,0.4663,0.025,0.00025,3,45,45,99.7
91296,167,285,1,-4.0,0.09184,0.00501,0.056,-0.0657,0.096954,0.1393,0.02413,0.00025,3,52,53,100.0
91584,168,285,1,-4.0,0.11114,-0.00328,0.06443,-0.0549,0.00208,-0.1648,0.01667,0.00025,3,52,53,100.0
91872,169,286,1,-4.0,0.08639,0.0001,0.03535,-0.0229,0.107272,-0.0858,0.02648,0.00025,4,40,40,100.0
92160,170,287,370,71.3228,0.05921,-0.00779,0.04293,-0.038,0.000852,-0.0175,0.00868,0.00025,3,54,54,94.7
92448,171,288,292,41.9419,0.13015,-0.00435,0.05435,-0.0785,0.005871,0.0509,0.02214,0.00025,2,33,35,100.0
92736,172,289,335,64.8924,0.05526,-0.00567,0.03909,-0.028,0.001629,-0.3071,0.00686,0.00025,2,35,37,95.6
93024,173,289,335,64.8924,0.10637,-0.00949,0.06687,-0.0587,0.001675,0.0358,0.01345,0.00025,2,35,37,95.6
93312,174,290,346,72.1098,0.02485,-0.00141,0.01919,-0.0009,0.000362,-0.3605,0.00069,0.00025,2,53,53,100.0
93600,175,291,368,114.7506,0.0298,-0.00306,0.02984,-0.0864,0.489651,-0.0524,0.03576,0.00025,2,41,42,100.0
93888,176,292,324,53.4633,0.06173,-0.00296,0.04503,-0.049,0.001678,-0.0578,0.01424,0.00025,2,44,45,100.0
94176,177,293,438,71.6282,0.05236,-0.00453,0.02833,-0.0335,0.019439,0.2799,0.01398,0.00025,3,53,54,100.0
94464,178,293,438,71.6282,0.05408,-0.00474,0.04197,-0.0385,0.001782,-0.2043,0.01207,0.00025,3,53,54,100.0
94752,179,294,336,101.6867,0.09186,0.00268,0.05125,-0.0345,0.017386,-0.0149,0.01606,0.00025,3,34,34,100.0
95040,180,295,335,58.0287,0.05721,-0.00523,0.03302,-0.0177,0.000963,0.0123,0.00668,0.00025,4,45,46,100.0
95328,181,296,451,70.9727,0.01358,-0.00068,0.00902,-0.0034,0.000147,-0.1004,0.00208,0.00025,3,54,55,99.0
95616,182,297,261,45.4816,0.03923,-0.00622,0.02202,-0.0266,0.00173,-0.043,0.01137,0.00025,2,38,38,91.7
95904,183,298,1,-4.0,0.173,-0.00695,0.07575,-0.062,0.002348,-0.016,0.01788,0.00025,2,38,39,98.5
96192,184,298,1,-4.0,0.08309,-0.0067,0.03589,-0.0261,0.001188,0.0138,0.00773,0.00025,3,38,39,98.5
96480,185,299,1,-4.0,0.04767,-0.00299,0.02674,-0.0286,0.000863,-0.0401,0.00582,0.00025,3,56,57,100.0
96768,186,299,1,-4.0,0.01538,-0.00135,0.01242,-0.0039,0.000176,0.048,0.00052,0.00025,5,56,57,100.0
97056,187,300,531,122.4868,0.08175,-0.00671,0.0694,-0.1118,0.013495,-0.0411,0.04193,0.00025,4,49,50,100.0
97344,188,301,1,-4.0,-0.0051,-0.01206,0.01107,-0.119,0.358352,-0.7012,0.09097,0.00025,3,54,55,99.7
97632,189,301,1,-4.0,0.01712,-0.00217,0.01766,-0.0378,0.002428,-0.0721,0.01597,0.00025,3,54,55,99.7
97920,190,302,367,68.1331,0.06382,-0.00987,0.02929,-0.0334,0.007984,-0.056,0.0184,0.00025,4,56,58,99.9
98208,191,303,332,64.6692,0.00814,-0.00864,0.02271,-0.0595,0.008194,-0.0343,0.02795,0.00025,2,44,45,100.0
98496,192,304,302,49.8147,0.10813,-0.01038,0.05052,-0.0471,0.001535,-0.0542,0.01198,0.00025,3,38,39,100.0
98784,193,305,410,52.8143,0.10484,-0.01115,0.04224,-0.0429,0.002238,-0.0906,0.0145,0.00025,2,44,45,100.0
99072,194,305,410,52.8143,0.01739,-0.0012,0.01333,-0.0017,7.9e-05,0.005,0.00043,0.00025,2,44,45,100.0
99360,195,306,416,93.5798,0.0206,-0.00385,0.01661,-0.0287,0.002699,0.1589,0.01458,0.00025,3,49,49,100.0
99648,196,306,416,93.5798,0.1306,-0.00923,0.06964,-0.0869,0.003998,-0.0701,0.02031,0.00025,3,49,49,100.0
99936,197,307,647,116.301,0.05754,-0.00575,0.02901,-0.042,0.002042,-0.0998,0.0158,0.00025,3,48,49,100.0
100224,198,308,426,104.0567,0.10942,-0.00532,0.07308,-0.0649,0.001748,-0.1265,0.01684,0.00025,3,41,42,100.0
100512,199,308,426,104.0567,0.01663,-0.0007,0.00845,-0.0126,0.00047,-0.2913,0.00443,0.00025,3,41,42,100.0
100800,200,309,490,96.1953,0.01259,-0.00246,0.00881,-0.0066,0.037479,0.0441,0.00582,0.00025,2,58,58,99.9
101088,201,309,490,96.1953,0.17556,-0.00525,0.06987,-0.0898,0.033435,0.0129,0.03273,0.00025,4,58,58,99.9
101376,202,310,1,-4.0,0.11342,-0.00916,0.05404,-0.0703,0.003676,0.1496,0.02509,0.00025,3,46,46,94.4
101664,203,311,366,108.0851,0.1617,-0.00792,0.08821,-0.0667,0.002508,0.1221,0.01502,0.00025,2,53,54,100.0
101952,204,312,454,112.5162,0.03265,-0.0026,0.0213,-0.0115,0.001878,0.0249,0.00391,0.00025,2,45,45,99.4
102240,205,312,454,112.5162,0.1116,-0.00043,0.04114,-0.0624,0.002038,0.0743,0.0191,0.00025,3,45,45,99.4
102528,206,313,522,125.9294,0.04987,-0.00974,0.04683,-0.0763,0.004044,-0.0374,0.02431,0.00025,3,49,53,100.0
102816,207,313,522,125.9294,0.02607,-2e-05,0.01403,-0.0008,7e-06,-0.3955,0.0,0.00025,3,49,53,100.0
103104,208,314,398,103.1332,0.10322,-0.01131,0.05563,-0.0539,0.003287,-0.0584,0.01875,0.00025,3,40,40,100.0
103392,209,315,411,114.0126,0.05973,-0.00671,0.03865,-0.0294,0.001009,-0.0056,0.0092,0.00025,2,55,55,100.0
103680,210,316,325,99.0092,0.09082,-0.00398,0.07592,-0.0464,0.000601,-0.0889,0.00625,0.00025,2,34,35,100.0
103968,211,316,325,99.0092,0.03011,-0.00373,0.016,-0.0209,0.001326,-0.066,0.0046,0.00025,3,34,35,100.0
104256,212,317,471,107.0326,0.07792,-0.00535,0.03757,-0.0547,0.00252,0.0369,0.01467,0.00025,2,49,49,100.0
104544,213,318,366,120.1761,0.06552,-0.00986,0.03978,-0.05,0.003623,0.1638,0.01667,0.00025,3,50,51,99.8
104832,214,319,391,119.618,0.10582,-0.0056,0.04351,-0.0303,0.037373,-0.0597,0.01198,0.00025,3,49,50,94.3
105120,215,319,391,119.618,0.03243,-0.00161,0.03628,-0.0243,0.000775,0.1725,0.00755,0.00025,3,49,50,94.3
105408,216,320,445,117.7241,0.08209,-0.00653,0.06106,-0.068,0.014146,0.2476,0.02552,0.00025,2,49,49,99.4
105696,217,321,382,98.3995,0.06284,-0.00333,0.0334,-0.0212,0.002058,0.2837,0.00651,0.00025,3,36,38,100.0
105984,218,321,382,98.3995,0.11338,-0.00518,0.05123,-0.0635,0.003512,0.0194,0.01372,0.00025,3,36,38,100.0
106272,219,322,444,78.1134,0.06813,-0.00416,0.03014,-0.0192,0.000935,-0.1216,0.00677,0.00025,4,62,62,99.7
106560,220,323,386,101.6019,0.05194,-0.0065,0.02669,-0.0211,0.001313,-0.0257,0.01068,0.00025,3,43,43,100.0
106848,221,323,386,101.6019,0.04505,-0.00546,0.02424,-0.0194,0.002166,0.2695,0.01207,0.00025,3,43,43,100.0
107136,222,324,427,62.9193,0.10227,-0.0066,0.03991,-0.0314,0.001753,0.069,0.01563,0.00025,3,47,47,99.3
107424,223,325,499,103.0426,0.02525,0.00057,0.01376,-0.0084,0.004715,-0.1186,0.0059,0.00025,2,57,57,100.0
107712,224,325,499,103.0426,0.04454,-0.01077,0.05677,-0.0803,0.003662,-0.0114,0.02708,0.00025,2,57,57,100.0
108000,225,326,467,118.6299,0.05534,-0.00525,0.02571,-0.025,0.000806,0.0637,0.00894,0.00025,3,46,46,99.4
108288,226,326,467,118.6299,0.27571,-0.01018,0.09253,-0.0825,0.006506,0.0425,0.02648,0.00025,3,46,46,99.4
108576,227,327,533,124.5001,0.11652,-0.00639,0.07003,-0.0924,0.004472,-0.0409,0.02109,0.00025,3,48,48,93.3
108864,228,328,471,102.2904,0.06107,-0.00585,0.03079,-0.016,0.000589,-0.4375,0.00582,0.00025,3,52,52,97.5
109152,229,328,471,102.2904,0.10964,-0.00926,0.0811,-0.0835,0.002148,-0.0145,0.02613,0.00025,3,52,52,97.5
109440,230,329,407,119.3708,0.06265,-0.00447,0.0456,-0.0415,0.001608,-0.1054,0.01354,0.00025,2,45,45,100.0
109728,231,329,407,119.3708,0.03496,-0.00647,0.03108,-0.0383,0.004695,-0.1459,0.01424,0.00025,3,45,45,100.0
110016,232,330,539,113.0624,0.05604,-0.00168,0.03054,-0.0472,0.007737,0.0575,0.01519,0.00025,3,49,49,100.0
110304,233,331,363,112.2672,0.05615,-0.00186,0.0297,-0.0463,0.003673,0.0354,0.0158,0.00025,4,43,43,100.0
110592,234,331,363,112.2672,0.05865,-0.00692,0.05181,-0.0529,0.002021,-0.0532,0.01528,0.00025,4,43,43,100.0
110880,235,332,1,-4.0,0.06412,-0.00903,0.04233,-0.0354,0.001785,-0.0301,0.01128,0.00025,3,51,51,97.7
111168,236,333,435,111.4009,0.11211,0.00259,0.03096,-0.0347,0.006467,0.0086,0.01589,0.00025,3,54,54,100.0
111456,237,334,386,78.1148,0.08407,-0.00854,0.06144,-0.044,0.001566,0.3368,0.0151,0.00025,3,35,36,100.0
111744,238,334,386,78.1148,0.06078,-0.0057,0.05759,-0.0449,0.003344,0.0462,0.01432,0.00025,4,35,36,100.0
112032,239,335,426,98.0333,0.03653,-0.00454,0.01871,-0.0141,0.00092,-0.2414,0.00391,0.00025,3,47,47,100.0
112320,240,336,351,61.0464,0.03075,-0.00679,0.02521,-0.0288,0.002878,-0.0167,0.0125,0.00025,3,48,48,100.0
112608,241,337,1,-4.0,0.01904,-0.00745,0.02404,-0.0063,0.001507,0.0569,0.00556,0.00025,3,43,43,100.0
112896,242,337,1,-4.0,0.05882,-0.00687,0.04574,-0.0473,0.00399,0.0392,0.01701,0.00025,3,43,43,100.0
113184,243,338,384,56.8978,0.10497,-0.00856,0.04939,-0.0473,0.001638,-0.0906,0.01502,0.00025,3,46,47,99.4
113472,244,339,369,56.8671,0.0104,-0.00702,0.01113,-0.0466,0.005278,-0.1743,0.03047,0.00025,3,42,43,99.7
113760,245,339,369,56.8671,0.07109,-0.00618,0.04577,-0.0614,0.003996,0.0922,0.01858,0.00025,4,42,43,99.7
114048,246,340,1,-4.0,0.09644,-0.00119,0.04152,-0.0725,0.005328,0.0103,0.02847,0.00025,4,47,48,97.7
114336,247,341,446,91.3773,0.08391,-0.00587,0.06268,-0.0614,0.002317,0.1328,0.01328,0.00025,4,38,38,99.3
114624,248,341,446,91.3773,0.04116,-0.00224,0.02463,-0.0196,0.002597,-0.3732,0.00868,0.00025,4,38,38,99.3
114912,249,342,476,88.5737,0.0224,-0.00412,0.01254,-0.0431,0.001515,0.1566,0.02326,0.00025,3,66,68,100.0
115200,250,342,476,88.5737,0.07783,-0.00656,0.05115,-0.0776,0.004449,0.2856,0.02005,0.00025,3,66,68,100.0
115488,251,343,679,70.3009,0.0995,-0.00912,0.03763,-0.0678,0.003163,0.2959,0.01988,0.00025,2,53,53,99.2
115776,252,343,679,70.3009,0.04798,-0.00214,0.02881,-0.0678,0.003655,0.4037,0.02083,0.00025,3,53,53,99.2
116064,253,344,402,95.4257,0.07948,-0.00736,0.05557,-0.0502,0.002571,0.1612,0.01901,0.00025,2,33,33,100.0
116352,254,345,479,67.9368,0.04894,-0.00747,0.04294,-0.0359,0.001684,0.1561,0.0138,0.00025,3,55,55,94.2
116640,255,346,317,47.9258,0.00957,-0.00461,0.01199,-0.1044,0.015899,0.1126,0.0316,0.00025,2,38,38,99.3
116928,256,346,317,47.9258,0.06346,-0.00832,0.04532,-0.0644,0.008103,0.1709,0.02457,0.00025,2,38,38,99.3
