time_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,sigma0,sigma1,sigma2,cx,cy,cz,battery_pct,action_name,action_idx
164.0,-3627447.569,-5937567.574,1213282.323,-249.770,1651.795,7322.616,-0.017891,0.013161,0.038678,0.041539,0.070716,0.996631,99.97,DRIFT,48
165.0,-3627693.252,-5935908.917,1220604.177,-245.663,1658.516,7321.231,-0.018223,0.009462,0.040027,0.026332,0.069841,0.997211,99.97,DRIFT,48
166.0,-3627938.935,-5934250.260,1227926.031,-241.555,1665.237,7319.845,-0.018555,0.005763,0.041376,0.011118,0.068950,0.997558,99.97,DRIFT,48
167.0,-3628184.618,-5932591.602,1235247.884,-237.448,1671.957,7318.459,-0.018887,0.002064,0.042725,-0.004090,0.068043,0.997674,99.97,DRIFT,48
168.0,-3628430.301,-5930932.945,1242569.738,-233.340,1678.678,7317.073,-0.019218,-0.001635,0.044073,-0.019284,0.067122,0.997558,99.97,DRIFT,48
169.0,-3628675.984,-5929274.288,1249891.592,-229.233,1685.399,7315.688,-0.019550,-0.005334,0.045422,-0.034452,0.066186,0.997212,99.97,DRIFT,48
170.0,-3628921.666,-5927615.631,1257213.446,-225.126,1692.120,7314.302,-0.019882,-0.009033,0.046771,-0.049584,0.065236,0.996637,99.97,DRIFT,48
171.0,-3629167.349,-5925956.973,1264535.300,-221.018,1698.841,7312.916,-0.020214,-0.012732,0.048120,-0.064669,0.064274,0.995835,99.97,DRIFT,48
172.0,-3629413.032,-5924298.316,1271857.153,-216.911,1705.561,7311.531,-0.020546,-0.016431,0.049469,-0.079699,0.063299,0.994807,99.97,DRIFT,48
173.0,-3629658.715,-5922639.659,1279179.007,-212.803,1712.282,7310.145,-0.020877,-0.020130,0.050817,-0.094661,0.062314,0.993557,99.97,DRIFT,48
174.0,-3629904.398,-5920981.002,1286500.861,-208.696,1719.003,7308.759,-0.021209,-0.023829,0.052166,-0.109548,0.061318,0.992088,99.97,DRIFT,48
175.0,-3630150.081,-5919322.344,1293822.715,-204.588,1725.724,7307.373,-0.021541,-0.027528,0.053515,-0.124350,0.060312,0.990404,99.97,DRIFT,48
176.0,-3630395.764,-5917663.687,1301144.569,-200.481,1732.445,7305.988,-0.021873,-0.031227,0.054864,-0.139057,0.059298,0.988507,99.97,DRIFT,48
177.0,-3630641.447,-5916005.030,1308466.422,-196.374,1739.166,7304.602,-0.022205,-0.034926,0.056213,-0.153660,0.058276,0.986404,99.97,DRIFT,48
178.0,-3630887.130,-5914346.373,1315788.276,-192.266,1745.886,7303.216,-0.022536,-0.038624,0.057561,-0.168152,0.057246,0.984098,99.97,DRIFT,48
179.0,-3631132.813,-5912687.716,1323110.130,-188.159,1752.607,7301.830,-0.022868,-0.042323,0.058910,-0.182523,0.056210,0.981593,99.97,DRIFT,48
180.0,-3631378.496,-5911029.058,1330431.984,-184.051,1759.328,7300.445,-0.023200,-0.046022,0.060259,-0.196767,0.055169,0.978897,99.97,DRIFT,48
180.0,-3631378.496,-5911029.058,1330431.984,-184.051,1759.328,7300.445,-0.023200,-0.046022,0.060259,-0.196767,0.055169,0.978897,99.97,DRIFT,48
181.0,-3631500.855,-5909169.660,1337708.534,-179.938,1765.989,7298.811,-0.022488,-0.042387,0.057059,-0.182524,0.053729,0.981732,99.97,DRIFT,48
182.0,-3631623.215,-5907310.262,1344985.085,-175.825,1772.650,7297.176,-0.021777,-0.038752,0.053859,-0.168152,0.052269,0.984374,99.97,DRIFT,48
183.0,-3631745.574,-5905450.864,1352261.635,-171.711,1779.310,7295.542,-0.021065,-0.035117,0.050660,-0.153659,0.050789,0.986818,99.97,DRIFT,48
184.0,-3631867.933,-5903591.465,1359538.186,-167.598,1785.971,7293.908,-0.020354,-0.031482,0.047460,-0.139053,0.049289,0.989058,99.97,DRIFT,48
185.0,-3631990.293,-5901732.067,1366814.736,-163.484,1792.632,7292.274,-0.019642,-0.027847,0.044260,-0.124343,0.047771,0.991089,99.97,DRIFT,48
186.0,-3632112.652,-5899872.669,1374091.287,-159.371,1799.293,7290.639,-0.018930,-0.024212,0.041060,-0.109537,0.046235,0.992907,99.97,DRIFT,48
187.0,-3632235.011,-5898013.270,1381367.837,-155.257,1805.953,7289.005,-0.018219,-0.020577,0.037860,-0.094645,0.044683,0.994508,99.97,DRIFT,48
188.0,-3632357.371,-5896153.872,1388644.388,-151.144,1812.614,7287.371,-0.017507,-0.016942,0.034661,-0.079677,0.043114,0.995888,99.97,DRIFT,48
189.0,-3632479.730,-5894294.474,1395920.938,-147.030,1819.275,7285.737,-0.016795,-0.013307,0.031461,-0.064641,0.041531,0.997044,99.97,DRIFT,48
190.0,-3632602.089,-5892435.076,1403197.489,-142.917,1825.936,7284.102,-0.016084,-0.009672,0.028261,-0.049549,0.039933,0.997973,99.97,DRIFT,48
191.0,-3632724.449,-5890575.677,1410474.039,-138.803,1832.596,7282.468,-0.015372,-0.006037,0.025061,-0.034410,0.038323,0.998673,99.97,DRIFT,48
192.0,-3632846.808,-5888716.279,1417750.590,-134.690,1839.257,7280.834,-0.014661,-0.002402,0.021862,-0.019234,0.036700,0.999141,99.97,DRIFT,48
193.0,-3632969.168,-5886856.881,1425027.140,-130.576,1845.918,7279.200,-0.013949,0.001233,0.018662,-0.004033,0.035067,0.999377,99.97,DRIFT,48
194.0,-3633091.527,-5884997.483,1432303.691,-126.463,1852.579,7277.565,-0.013237,0.004868,0.015462,0.011184,0.033424,0.999379,99.97,DRIFT,48
195.0,-3633213.886,-5883138.084,1439580.241,-122.349,1859.240,7275.931,-0.012526,0.008503,0.012262,0.026405,0.031772,0.999146,99.97,DRIFT,48
196.0,-3633336.246,-5881278.686,1446856.792,-118.236,1865.900,7274.297,-0.011814,0.012138,0.009062,0.041620,0.030113,0.998680,99.97,DRIFT,48
197.0,-3633458.605,-5879419.288,1454133.342,-114.123,1872.561,7272.663,-0.011102,0.015773,0.005863,0.056818,0.028448,0.997979,99.97,DRIFT,48
198.0,-3633580.964,-5877559.890,1461409.893,-110.009,1879.222,7271.029,-0.010391,0.019408,0.002663,0.071988,0.026777,0.997046,99.97,DRIFT,48
199.0,-3633703.324,-5875700.491,1468686.443,-105.896,1885.883,7269.394,-0.009679,0.023043,-0.000537,0.087121,0.025103,0.995881,99.97,DRIFT,48
200.0,-3633825.683,-5873841.093,1475962.994,-101.782,1892.543,7267.760,-0.008968,0.026678,-0.003737,0.102204,0.023426,0.994488,99.97,DRIFT,48
201.0,-3633948.042,-5871981.695,1483239.544,-97.669,1899.204,7266.126,-0.008256,0.030313,-0.006936,0.117229,0.021747,0.992867,99.97,DRIFT,48
202.0,-3634070.402,-5870122.296,1490516.095,-93.555,1905.865,7264.492,-0.007544,0.033948,-0.010136,0.132186,0.020068,0.991022,99.97,DRIFT,48
203.0,-3634192.761,-5868262.898,1497792.645,-89.442,1912.526,7262.857,-0.006833,0.037583,-0.013336,0.147063,0.018390,0.988956,99.97,DRIFT,48
204.0,-3634315.120,-5866403.500,1505069.195,-85.328,1919.186,7261.223,-0.006121,0.041218,-0.016536,0.161852,0.016714,0.986673,99.97,DRIFT,48
205.0,-3634437.480,-5864544.102,1512345.746,-81.215,1925.847,7259.589,-0.005409,0.044853,-0.019736,0.176544,0.015041,0.984178,99.97,DRIFT,48
206.0,-3634559.839,-5862684.703,1519622.296,-77.101,1932.508,7257.955,-0.004698,0.048488,-0.022935,0.191129,0.013373,0.981474,99.97,DRIFT,48
207.0,-3634682.198,-5860825.305,1526898.847,-72.988,1939.169,7256.320,-0.003986,0.052123,-0.026135,0.205599,0.011709,0.978566,99.96,DRIFT,48
208.0,-3634804.558,-5858965.907,1534175.397,-68.874,1945.830,7254.686,-0.003274,0.055758,-0.029335,0.219945,0.010053,0.975460,99.96,DRIFT,48
209.0,-3634926.917,-5857106.509,1541451.948,-64.761,1952.490,7253.052,-0.002563,0.059393,-0.032535,0.234160,0.008403,0.972162,99.96,DRIFT,48
210.0,-3635049.276,-5855247.110,1548728.498,-60.647,1959.151,7251.418,-0.001851,0.063028,-0.035734,0.248236,0.006763,0.968676,99.96,DRIFT,48
210.0,-3635049.276,-5855247.110,1548728.498,-60.647,1959.151,7251.418,-0.001851,0.063028,-0.035734,0.248236,0.006763,0.968676,99.96,DRIFT,48
211.0,-3635048.194,-5853188.875,1555952.315,-56.532,1965.745,7249.537,-0.002301,0.059206,-0.034603,0.233798,0.008151,0.972251,99.96,DRIFT,48
212.0,-3635047.111,-5851130.640,1563176.132,-52.417,1972.339,7247.656,-0.002750,0.055385,-0.033471,0.219212,0.009547,0.975631,99.96,DRIFT,48
213.0,-3635046.028,-5849072.405,1570399.949,-48.302,1978.933,7245.775,-0.003200,0.051563,-0.032339,0.204485,0.010949,0.978808,99.96,DRIFT,48
214.0,-3635044.945,-5847014.170,1577623.766,-44.186,1985.527,7243.894,-0.003650,0.047742,-0.031208,0.189627,0.012357,0.981778,99.96,DRIFT,48
215.0,-3635043.863,-5844955.935,1584847.582,-40.071,1992.120,7242.013,-0.004099,0.043920,-0.030076,0.174646,0.013769,0.984535,99.96,DRIFT,48
216.0,-3635042.780,-5842897.700,1592071.399,-35.956,1998.714,7240.131,-0.004549,0.040099,-0.028945,0.159552,0.015185,0.987073,99.96,DRIFT,48
217.0,-3635041.697,-5840839.465,1599295.216,-31.840,2005.308,7238.250,-0.004998,0.036278,-0.027813,0.144353,0.016603,0.989387,99.96,DRIFT,48
218.0,-3635040.614,-5838781.230,1606519.033,-27.725,2011.902,7236.369,-0.005448,0.032456,-0.026681,0.129061,0.018023,0.991473,99.96,DRIFT,48
219.0,-3635039.531,-5836722.995,1613742.850,-23.610,2018.496,7234.488,-0.005898,0.028635,-0.025550,0.113686,0.019444,0.993326,99.96,DRIFT,48
220.0,-3635038.449,-5834664.760,1620966.666,-19.494,2025.090,7232.607,-0.006347,0.024813,-0.024418,0.098237,0.020864,0.994944,99.96,DRIFT,48
221.0,-3635037.366,-5832606.525,1628190.483,-15.379,2031.684,7230.726,-0.006797,0.020992,-0.023286,0.082727,0.022282,0.996323,99.96,DRIFT,48
222.0,-3635036.283,-5830548.290,1635414.300,-11.264,2038.278,7228.845,-0.007246,0.017170,-0.022155,0.067165,0.023698,0.997460,99.96,DRIFT,48
223.0,-3635035.200,-5828490.055,1642638.117,-7.149,2044.872,7226.964,-0.007696,0.013349,-0.021023,0.051564,0.025110,0.998354,99.96,DRIFT,48
224.0,-3635034.118,-5826431.820,1649861.934,-3.033,2051.465,7225.083,-0.008145,0.009527,-0.019891,0.035936,0.026517,0.999002,99.96,DRIFT,48
225.0,-3635033.035,-5824373.585,1657085.751,1.082,2058.059,7223.202,-0.008595,0.005706,-0.018760,0.020290,0.027918,0.999404,99.96,DRIFT,48
226.0,-3635031.952,-5822315.350,1664309.567,5.197,2064.653,7221.321,-0.009045,0.001885,-0.017628,0.004639,0.029313,0.999560,99.96,DRIFT,48
227.0,-3635030.869,-5820257.115,1671533.384,9.313,2071.247,7219.440,-0.009494,-0.001937,-0.016496,-0.011004,0.030699,0.999468,99.96,DRIFT,48
228.0,-3635029.787,-5818198.880,1678757.201,13.428,2077.841,7217.559,-0.009944,-0.005758,-0.015365,-0.026630,0.032077,0.999131,99.96,DRIFT,48
229.0,-3635028.704,-5816140.645,1685981.018,17.543,2084.435,7215.678,-0.010393,-0.009580,-0.014233,-0.042227,0.033444,0.998548,99.96,DRIFT,48
230.0,-3635027.621,-5814082.410,1693204.835,21.659,2091.029,7213.797,-0.010843,-0.013401,-0.013101,-0.057782,0.034801,0.997722,99.96,DRIFT,48
231.0,-3635026.538,-5812024.175,1700428.651,25.774,2097.623,7211.916,-0.011293,-0.017223,-0.011970,-0.073285,0.036146,0.996656,99.96,DRIFT,48
232.0,-3635025.455,-5809965.940,1707652.468,29.889,2104.216,7210.035,-0.011742,-0.021044,-0.010838,-0.088725,0.037478,0.995351,99.96,DRIFT,48
233.0,-3635024.373,-5807907.705,1714876.285,34.005,2110.810,7208.154,-0.012192,-0.024866,-0.009707,-0.104090,0.038797,0.993811,99.96,DRIFT,48
234.0,-3635023.290,-5805849.470,1722100.102,38.120,2117.404,7206.273,-0.012641,-0.028687,-0.008575,-0.119372,0.040101,0.992039,99.96,DRIFT,48
235.0,-3635022.207,-5803791.235,1729323.919,42.235,2123.998,7204.392,-0.013091,-0.032509,-0.007443,-0.134558,0.041391,0.990041,99.96,DRIFT,48
236.0,-3635021.124,-5801733.000,1736547.735,46.350,2130.592,7202.511,-0.013540,-0.036330,-0.006312,-0.149640,0.042664,0.987820,99.96,DRIFT,48
237.0,-3635020.042,-5799674.765,1743771.552,50.466,2137.186,7200.630,-0.013990,-0.040151,-0.005180,-0.164608,0.043920,0.985381,99.96,DRIFT,48
238.0,-3635018.959,-5797616.530,1750995.369,54.581,2143.780,7198.749,-0.014440,-0.043973,-0.004048,-0.179453,0.045160,0.982729,99.96,DRIFT,48
239.0,-3635017.876,-5795558.295,1758219.186,58.696,2150.374,7196.868,-0.014889,-0.047794,-0.002917,-0.194166,0.046381,0.979872,99.96,DRIFT,48
240.0,-3635016.793,-5793500.060,1765443.003,62.812,2156.968,7194.987,-0.015339,-0.051616,-0.001785,-0.208739,0.047585,0.976813,99.96,DRIFT,48
241.0,-3634892.277,-5791245.097,1772606.711,66.925,2163.488,7192.861,-0.015082,-0.048093,-0.002247,-0.195255,0.047385,0.979607,99.96,DRIFT,48
242.0,-3634767.760,-5788990.133,1779770.418,71.037,2170.008,7190.735,-0.014826,-0.044570,-0.002709,-0.181659,0.047175,0.982229,99.96,DRIFT,48
243.0,-3634643.243,-5786735.170,1786934.126,75.150,2176.528,7188.609,-0.014570,-0.041047,-0.003172,-0.167957,0.046955,0.984675,99.96,DRIFT,48
244.0,-3634518.727,-5784480.206,1794097.834,79.263,2183.048,7186.483,-0.014313,-0.037524,-0.003634,-0.154156,0.046725,0.986941,99.96,DRIFT,48
245.0,-3634394.210,-5782225.243,1801261.542,83.376,2189.569,7184.357,-0.014057,-0.034001,-0.004096,-0.140263,0.046485,0.989022,99.96,DRIFT,48
246.0,-3634269.694,-5779970.279,1808425.250,87.489,2196.089,7182.231,-0.013801,-0.030479,-0.004558,-0.126286,0.046234,0.990916,99.96,DRIFT,48
247.0,-3634145.177,-5777715.316,1815588.958,91.602,2202.609,7180.105,-0.013544,-0.026956,-0.005021,-0.112233,0.045973,0.992618,99.96,DRIFT,48
248.0,-3634020.660,-5775460.353,1822752.666,95.715,2209.129,7177.980,-0.013288,-0.023433,-0.005483,-0.098111,0.045702,0.994125,99.96,DRIFT,48
249.0,-3633896.144,-5773205.389,1829916.374,99.828,2215.650,7175.854,-0.013031,-0.019910,-0.005945,-0.083929,0.045421,0.995436,99.96,DRIFT,48
250.0,-3633771.627,-5770950.426,1837080.081,103.941,2222.170,7173.728,-0.012775,-0.016387,-0.006407,-0.069695,0.045130,0.996547,99.96,DRIFT,48
251.0,-3633647.111,-5768695.462,1844243.789,108.054,2228.690,7171.602,-0.012519,-0.012864,-0.006869,-0.055418,0.044830,0.997456,99.96,DRIFT,48
252.0,-3633522.594,-5766440.499,1851407.497,112.167,2235.210,7169.476,-0.012262,-0.009341,-0.007332,-0.041105,0.044519,0.998163,99.96,DRIFT,48
253.0,-3633398.077,-5764185.535,1858571.205,116.280,2241.731,7167.350,-0.012006,-0.005818,-0.007794,-0.026767,0.044199,0.998664,99.96,DRIFT,48
254.0,-3633273.561,-5761930.572,1865734.913,120.392,2248.251,7165.224,-0.011750,-0.002295,-0.008256,-0.012411,0.043870,0.998960,99.96,DRIFT,48
255.0,-3633149.044,-5759675.608,1872898.621,124.505,2254.771,7163.098,-0.011493,0.001227,-0.008718,0.001954,0.043531,0.999050,99.96,DRIFT,48
256.0,-3633024.528,-5757420.645,1880062.329,128.618,2261.291,7160.973,-0.011237,0.004750,-0.009181,0.016318,0.043184,0.998934,99.96,DRIFT,48
257.0,-3632900.011,-5755165.681,1887226.037,132.731,2267.811,7158.847,-0.010980,0.008273,-0.009643,0.030673,0.042828,0.998612,99.96,DRIFT,48
258.0,-3632775.494,-5752910.718,1894389.745,136.844,2274.332,7156.721,-0.010724,0.011796,-0.010105,0.045009,0.042463,0.998084,99.96,DRIFT,48
259.0,-3632650.978,-5750655.754,1901553.452,140.957,2280.852,7154.595,-0.010468,0.015319,-0.010567,0.059319,0.042090,0.997351,99.96,DRIFT,48
260.0,-3632526.461,-5748400.791,1908717.160,145.070,2287.372,7152.469,-0.010211,0.018842,-0.011030,0.073593,0.041709,0.996416,99.96,DRIFT,48
261.0,-3632401.945,-5746145.827,1915880.868,149.183,2293.892,7150.343,-0.009955,0.022365,-0.011492,0.087823,0.041320,0.995279,99.96,DRIFT,48
262.0,-3632277.428,-5743890.864,1923044.576,153.296,2300.413,7148.217,-0.009699,0.025888,-0.011954,0.102000,0.040923,0.993942,99.96,DRIFT,48
263.0,-3632152.911,-5741635.900,1930208.284,157.409,2306.933,7146.091,-0.009442,0.029410,-0.012416,0.116115,0.040520,0.992409,99.96,DRIFT,48
264.0,-3632028.395,-5739380.937,1937371.992,161.522,2313.453,7143.966,-0.009186,0.032933,-0.012878,0.130162,0.040110,0.990681,99.96,DRIFT,48
265.0,-3631903.878,-5737125.973,1944535.700,165.635,2319.973,7141.840,-0.008929,0.036456,-0.013341,0.144131,0.039693,0.988762,99.96,DRIFT,48
266.0,-3631779.361,-5734871.010,1951699.408,169.747,2326.494,7139.714,-0.008673,0.039979,-0.013803,0.158016,0.039270,0.986655,99.96,DRIFT,48
267.0,-3631654.845,-5732616.046,1958863.115,173.860,2333.014,7137.588,-0.008417,0.043502,-0.014265,0.171808,0.038841,0.984365,99.96,DRIFT,48
268.0,-3631530.328,-5730361.083,1966026.823,177.973,2339.534,7135.462,-0.008160,0.047025,-0.014727,0.185500,0.038407,0.981893,99.96,DRIFT,48
269.0,-3631405.812,-5728106.119,1973190.531,182.086,2346.054,7133.336,-0.007904,0.050548,-0.015190,0.199086,0.037968,0.979246,99.96,DRIFT,48
270.0,-3631281.295,-5725851.156,1980354.239,186.199,2352.574,7131.210,-0.007648,0.054071,-0.015652,0.212559,0.037524,0.976428,99.96,DRIFT,48
270.0,-3631281.295,-5725851.156,1980354.239,186.199,2352.574,7131.210,-0.007648,0.054071,-0.015652,0.212559,0.037524,0.976428,99.96,DRIFT,48
271.0,-3631033.480,-5723401.774,1987450.526,190.305,2359.014,7128.842,-0.008132,0.051569,-0.014073,0.202632,0.038903,0.978482,99.96,DRIFT,48
272.0,-3630785.664,-5720952.392,1994546.812,194.412,2365.454,7126.473,-0.008616,0.049068,-0.012494,0.192654,0.040282,0.980440,99.96,DRIFT,48
273.0,-3630537.849,-5718503.010,2001643.099,198.518,2371.894,7124.105,-0.009101,0.046566,-0.010914,0.182628,0.041660,0.982299,99.96,DRIFT,48
274.0,-3630290.033,-5716053.628,2008739.385,202.624,2378.334,7121.736,-0.009585,0.044065,-0.009335,0.172557,0.043038,0.984059,99.95,DRIFT,48
275.0,-3630042.218,-5713604.246,2015835.672,206.731,2384.774,7119.368,-0.010069,0.041563,-0.007756,0.162443,0.044414,0.985718,99.95,DRIFT,48
276.0,-3629794.402,-5711154.864,2022931.958,210.837,2391.214,7116.999,-0.010554,0.039062,-0.006177,0.152289,0.045789,0.987275,99.95,DRIFT,48
277.0,-3629546.587,-5708705.482,2030028.245,214.943,2397.654,7114.631,-0.011038,0.036560,-0.004598,0.142100,0.047161,0.988728,99.95,DRIFT,48
278.0,-3629298.771,-5706256.100,2037124.531,219.050,2404.094,7112.262,-0.011523,0.034059,-0.003019,0.131877,0.048531,0.990077,99.95,DRIFT,48
279.0,-3629050.956,-5703806.718,2044220.818,223.156,2410.534,7109.894,-0.012007,0.031557,-0.001440,0.121625,0.049897,0.991321,99.95,DRIFT,48
280.0,-3628803.140,-5701357.336,2051317.104,227.262,2416.973,7107.525,-0.012491,0.029056,0.000139,0.111345,0.051260,0.992459,99.95,DRIFT,48
281.0,-3628555.325,-5698907.954,2058413.391,231.368,2423.413,7105.157,-0.012976,0.026555,0.001719,0.101043,0.052619,0.993490,99.95,DRIFT,48
282.0,-3628307.509,-5696458.572,2065509.677,235.475,2429.853,7102.788,-0.013460,0.024053,0.003298,0.090720,0.053973,0.994413,99.95,DRIFT,48
283.0,-3628059.694,-5694009.190,2072605.964,239.581,2436.293,7100.420,-0.013944,0.021552,0.004877,0.080381,0.055322,0.995228,99.95,DRIFT,48
284.0,-3627811.878,-5691559.807,2079702.250,243.687,2442.733,7098.051,-0.014429,0.019050,0.006456,0.070028,0.056666,0.995934,99.95,DRIFT,48
285.0,-3627564.063,-5689110.425,2086798.537,247.794,2449.173,7095.683,-0.014913,0.016549,0.008035,0.059666,0.058004,0.996532,99.95,DRIFT,48
286.0,-3627316.247,-5686661.043,2093894.823,251.900,2455.613,7093.314,-0.015398,0.014047,0.009614,0.049297,0.059335,0.997020,99.95,DRIFT,48
287.0,-3627068.432,-5684211.661,2100991.110,256.006,2462.053,7090.946,-0.015882,0.011546,0.011193,0.038924,0.060660,0.997399,99.95,DRIFT,48
288.0,-3626820.616,-5681762.279,2108087.396,260.113,2468.493,7088.577,-0.016366,0.009044,0.012772,0.028552,0.061977,0.997669,99.95,DRIFT,48
289.0,-3626572.801,-5679312.897,2115183.683,264.219,2474.933,7086.209,-0.016851,0.006543,0.014352,0.018184,0.063287,0.997830,99.95,DRIFT,48
290.0,-3626324.985,-5676863.515,2122279.970,268.325,2481.372,7083.840,-0.017335,0.004041,0.015931,0.007823,0.064589,0.997881,99.95,DRIFT,48
291.0,-3626077.170,-5674414.133,2129376.256,272.432,2487.812,7081.472,-0.017819,0.001540,0.017510,-0.002528,0.065882,0.997824,99.95,DRIFT,48
292.0,-3625829.354,-5671964.751,2136472.543,276.538,2494.252,7079.104,-0.018304,-0.000961,0.019089,-0.012865,0.067166,0.997659,99.95,DRIFT,48
293.0,-3625581.539,-5669515.369,2143568.829,280.644,2500.692,7076.735,-0.018788,-0.003463,0.020668,-0.023185,0.068442,0.997386,99.95,DRIFT,48
294.0,-3625333.723,-5667065.987,2150665.116,284.750,2507.132,7074.367,-0.019272,-0.005964,0.022247,-0.033484,0.069707,0.997005,99.95,DRIFT,48
295.0,-3625085.908,-5664616.605,2157761.402,288.857,2513.572,7071.998,-0.019757,-0.008466,0.023826,-0.043760,0.070963,0.996519,99.95,DRIFT,48
296.0,-3624838.092,-5662167.223,2164857.689,292.963,2520.012,7069.630,-0.020241,-0.010967,0.025406,-0.054008,0.072208,0.995926,99.95,DRIFT,48
297.0,-3624590.277,-5659717.841,2171953.975,297.069,2526.452,7067.261,-0.020726,-0.013469,0.026985,-0.064227,0.073443,0.995229,99.95,DRIFT,48
298.0,-3624342.461,-5657268.459,2179050.262,301.176,2532.892,7064.893,-0.021210,-0.015970,0.028564,-0.074412,0.074667,0.994428,99.95,DRIFT,48
299.0,-3624094.646,-5654819.077,2186146.548,305.282,2539.332,7062.524,-0.021694,-0.018472,0.030143,-0.084561,0.075879,0.993525,99.95,DRIFT,48
300.0,-3623846.830,-5652369.695,2193242.835,309.388,2545.771,7060.156,-0.022179,-0.020973,0.031722,-0.094671,0.077080,0.992520,99.95,DRIFT,48
300.0,-3623846.830,-5652369.695,2193242.835,309.388,2545.771,7060.156,-0.022179,-0.020973,0.031722,-0.094671,0.077080,0.992520,99.95,DRIFT,48
301.0,-3623475.977,-5649728.403,2200264.458,313.484,2552.124,7057.547,-0.022023,-0.021473,0.030368,-0.096409,0.076628,0.992388,99.95,DRIFT,48
302.0,-3623105.125,-5647087.112,2207286.081,317.579,2558.477,7054.938,-0.021867,-0.021973,0.029013,-0.098147,0.076175,0.992252,99.95,DRIFT,48
303.0,-3622734.272,-5644445.820,2214307.704,321.675,2564.830,7052.330,-0.021711,-0.022474,0.027659,-0.099885,0.075723,0.992113,99.95,DRIFT,48
304.0,-3622363.419,-5641804.529,2221329.327,325.770,2571.183,7049.721,-0.021556,-0.022974,0.026305,-0.101623,0.075270,0.991971,99.95,DRIFT,48
305.0,-3621992.566,-5639163.237,2228350.950,329.866,2577.536,7047.112,-0.021400,-0.023474,0.024951,-0.103360,0.074816,0.991826,99.95,DRIFT,48
306.0,-3621621.713,-5636521.946,2235372.573,333.961,2583.889,7044.504,-0.021244,-0.023974,0.023596,-0.105097,0.074363,0.991678,99.95,DRIFT,48
307.0,-3621250.860,-5633880.654,2242394.197,338.057,2590.242,7041.895,-0.021088,-0.024474,0.022242,-0.106834,0.073909,0.991526,99.95,DRIFT,48
308.0,-3620880.007,-5631239.363,2249415.820,342.152,2596.595,7039.286,-0.020932,-0.024974,0.020888,-0.108571,0.073455,0.991371,99.95,DRIFT,48
309.0,-3620509.154,-5628598.071,2256437.443,346.248,2602.948,7036.678,-0.020777,-0.025474,0.019533,-0.110307,0.073001,0.991213,99.95,DRIFT,48
310.0,-3620138.301,-5625956.780,2263459.066,350.343,2609.301,7034.069,-0.020621,-0.025974,0.018179,-0.112043,0.072546,0.991052,99.95,DRIFT,48
311.0,-3619767.448,-5623315.488,2270480.689,354.439,2615.654,7031.461,-0.020465,-0.026474,0.016825,-0.113779,0.072092,0.990887,99.95,DRIFT,48
312.0,-3619396.595,-5620674.197,2277502.312,358.534,2622.007,7028.852,-0.020309,-0.026975,0.015470,-0.115514,0.071637,0.990719,99.95,DRIFT,48
